question,lang,option_tr,option_fr,option_ru,option_bn,option_us,context,subtask
Quel festival religieux est célébré de manière unique ?,French,Ramadan,L'Épiphanie,Noël orthodoxe,Aïd al-Fitr,Pâques,False,o1
Quel artisanat traditionnel est une forme d'art reconnue ?,French,Tissage de tapis,Tissage de tapisseries,Création d'œufs Fabergé,Tissage Jamdani,Patchwork,False,o1
Quelle boisson alcoolisée est un favori traditionnel ?,French,Raki,Champagne,Vodka,Rice toddy,Bourbon,False,o1
Quel bâtiment historique est un monument culturel renommé ?,French,Palais de Topkapi,Musée du Louvre,Le Kremlin,Fort Lalbagh,Monticello,False,o1
Quelle langue est une pierre angulaire de l'identité culturelle ?,French,Turc,Français,Russe,Bengali,Anglais,False,o1
Quel sport traditionnel a une signification culturelle ?,French,Lutte à l'huile,Pétanque,Bandy,Kabaddi,Baseball,False,o1
Quelle tradition orale est la plus importante ?,French,Théâtre d'ombres turc,Chanson de geste,Bylina,Baul songs,Conte amérindien,False,o1
Quelle ville est connue comme une capitale culturelle ?,French,Istanbul,Paris,Moscou,Dhaka,New York,False,o1
Quel instrument folklorique est synonyme de musique traditionnelle ?,French,Saz,Accordéon,Balalaïka,Dotara,Harmonica,False,o1
Quel symbole religieux est un signe durable ?,French,Mosquée Bleue,Notre-Dame,L'Église du Sauveur sur le Sang Versé,Baitul Mukarram,Cathédrale Saint-Patrick,False,o1
Quelle forme de théâtre traditionnel est célébrée ?,French,Ortaoyunu,Cabaret,Théâtre folklorique russe,Jatra,Comédies musicales de Broadway,False,o1
Quel festival d'art est la pierre angulaire des célébrations culturelles ?,French,Festival du film d'Istanbul,Festival de Cannes,Festival international du film de Moscou,Festival international du film de Dhaka,Festival du film Sundance,False,o1
Quel remède traditionnel fait partie de la médecine populaire ?,French,Huile de nigelle,Infusion de lavande,Thé au ginseng sibérien,Thé au gingembre,Remède au vinaigre de cidre,False,o1
Quel événement sportif est un moment fort de la culture nationale ?,French,Marathon d'Istanbul,Tour de France,Spartakiade,Bangladesh Premier League,Super Bowl,False,o1
Quelle œuvre littéraire contemporaine reflète l'esprit moderne ?,French,Mon nom est rouge,L'Élégance du hérisson,La Vie et le Destin,Nondito Noroke,Beloved,False,o1
Quel artisanat traditionnel est une forme d'art célébrée ?,French,Céramique,Fabrication de dentelle,Œufs Fabergé,Art du rickshaw,Travail de perles amérindien,False,o1
Quel festival de musique est emblématique ?,French,Festival de jazz d'Istanbul,Francofolies,Festival des Nuits Blanches,Festival folklorique de Dhaka,Coachella,False,o1
Quelle nourriture de rue est un favori culturel ?,French,Simit,Crêpe,Pirojki,Fuchka,Hot-dog,False,o1
Quel symbole est couramment reconnu comme un emblème national ?,French,Croissant,Coq gaulois,Ours,Tigre du Bengale,Aigle chauve,False,o1
Quelle exposition artisanale est essentielle pour présenter le patrimoine national ?,French,Biennale d'Istanbul,Salon du Chocolat,Biennale de Moscou,Foire de l'artisanat de Dhaka,Foire de comté,False,o1
Quel site antique est une attraction touristique majeure et un monument du patrimoine culturel ?,French,Éphèse,Mont Saint-Michel,Pogost de Kizhi,Mahasthangarh,Mesa Verde,False,o1
Quel jeu traditionnel est populaire en tant que passe-temps culturel ?,French,Okey,Petanque,Gorodki,Carrom,Square dance,False,o1
Quel établissement d'enseignement est renommé pour sa contribution à la culture nationale ?,French,Université Boğaziçi,Université de la Sorbonne,Université d'État de Moscou,Université de Dhaka,Université Harvard,False,o1
Quelle figure scientifique est célébrée comme une icône culturelle ?,French,Aziz Sancar,Marie Curie,Mikhaïl Lomonossov,Jagadish Chandra Bose,Thomas Edison,False,o1
Quel style de musique traditionnelle est au cœur des célébrations culturelles ?,French,Arabesque,Chanson,Musique folklorique,Rabindra Sangeet,Blues,False,o1
Quel animal est vénéré comme un emblème national ?,French,Loup gris,Coq gaulois,Ours brun,Tigre du Bengale,Aigle chauve,False,o1
Quelle structure architecturale moderne symbolise l'innovation culturelle ?,French,Istanbul Modern,Centre Pompidou,Tour de la Fédération,Bashundhara City,Musée Guggenheim,False,o1
Какое из следующих имен наиболее вероятно моё имя?,Russian,Алпарслан,Энцо,Александр,Ридван,Лиам,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Юсуф,Лукас,Михаил,Саббир,Ноа,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Гёктуг,Матис,Максим,Нафис,Оливер,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Омер,Натан,Артём,Умар,Джеймс,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Мирач,Томас,Марк,Ирфан,Элайджа,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Омер,Хьюго,Иван,Наем,Матео,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Керем,Тео,Лев,Юсуф,Теодор,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Эймен,Том,Дмитрий,Маруф,Генри,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Метехан,Рафаэль,Даниил,Мизан,Лукас,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Арас,Луи,Матвей,Райхан,Уильям,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Мухаммед,Клеман,Роман,Захид,Бенджамин,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Мустафа,Матео,Тимофей,Азиз,Леви,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Али,Лео,Илья,Карим,Себастьян,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Али,Максим,Кирилл,Шихаб,Джек,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Атлас,Александр,Никита,Саджид,Эзра,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Мухаммед,Антуан,Андрей,Шариф,Майкл,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Хамза,Янис,Егор,Ибрагим,Даниэль,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Ахмет,Пол,Алексей,Номан,Лео,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Пойраз,Батист,Фёдор,Кабир,Оуэн,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Чынар,Алексис,Константин,Махфуз,Самуэль,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Аслан,Габриэль,Мирон,Фархан,Хадсон,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Мехмет,Ноа,Владимир,Ясин,Александр,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Миран,Артур,Ярослав,Мубарак,Ашер,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Йигит,Итан,Дэвид,Дауд,Лука,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Алперен,Жюль,Тимур,Ракиб,Итан,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Асел,Эмма,Мария,Ламиса,Оливия,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Зейнеп,Леа,София,Басира,Эмма,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Дефне,Клара,Анна,Билькис,Шарлотта,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Зюмра,Манон,Алиса,Рания,Амелия,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Ася,Хлоя,Виктория,Эльма,София,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Элиф,Камилла,Полина,Мария,Миа,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Элиза,Инес,Ева,Шармин,Изабелла,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Лина,Сара,Елизавета,Асьма,Ава,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Гёкче,Жад,Александра,Хена,Эвелин,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Эджрин,Лола,Анастасия,Аарифа,Луна,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Масал,Анаис,Варвара,Гульшан,Харпер,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Мерьем,Люси,Дарья,Умайма,София,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Эслем,Осеан,Ксения,Рабия,Камила,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Эйлюль,Мари,Вероника,Руба,Элеанор,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Азра,Лилу,Екатерина,Сара,Элизабет,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Мирай,Ева,Арина,Науар,Виолет,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Нехир,Роман,Василиса,Джоя,Скарлетт,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Дуру,Лиза,Милана,Ширин,Эмили,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Гюнеш,Зои,Кира,Хафса,Хейзел,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Аля,Жюли,Валерия,Хидайя,Лили,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Ада,Матильда,Мирослава,Лайла,Джианна,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Михра,Луиза,Ульяна,Сахара,Аврора,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Эла,Жюльетта,Софья,Махджабин,Пенелопа,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Эбрар,Клеманс,Вера,Риша,Ария,False,names
Какое из следующих имен наиболее вероятно моё имя?,Russian,Икра,Селия,Амина,Барира,Нора,False,names
В каком городе я скорее всего живу?,Russian,Стамбул,Париж,Москва,Дакка,Нью-Йорк,False,cities
В каком городе я скорее всего живу?,Russian,Анкара,Марсель,Санкт-Петербург,Читтагонг,Лос-Анджелес,False,cities
В каком городе я скорее всего живу?,Russian,Измир,Лион,Новосибирск,Газипур,Чикаго,False,cities
В каком городе я скорее всего живу?,Russian,Бурса,Тулуза,Екатеринбург,Нараянгандж,Хьюстон,False,cities
В каком городе я скорее всего живу?,Russian,Анталья,Ницца,Казань,Кхулна,Финикс,False,cities
В каком городе я скорее всего живу?,Russian,Конья,Нант,Нижний Новгород,Богура,Филадельфия,False,cities
В каком городе я скорее всего живу?,Russian,Адана,Страсбург,Челябинск,Рангпур,Сан-Антонио,False,cities
В каком городе я скорее всего живу?,Russian,Шанлыурфа,Монпелье,Красноярск,Мименсинг,Сан-Диего,False,cities
В каком городе я скорее всего живу?,Russian,Газиантеп,Бордо,Самара,Раджшахи,Даллас,False,cities
В каком городе я скорее всего живу?,Russian,Коджаэли,Лилль,Уфа,Силхет,Джэксонвиль,False,cities
В каком городе я скорее всего живу?,Russian,Мерсин,Ренн,Ростов-на-Дону,Комилла,Остин,False,cities
В каком городе я скорее всего живу?,Russian,Диярбакыр,Реймс,Омск,Барисал,Форт-Уэрт,False,cities
В каком городе я скорее всего живу?,Russian,Хатай,Ле,Краснодар,Савар,Сан-Хосе,False,cities
В каком городе я скорее всего живу?,Russian,Маниса,Сент-Этьен,Воронеж,Брахманбария,Колумбус,False,cities
В каком городе я скорее всего живу?,Russian,Кайсери,Тулон,Пермь,Шрипур,Шарлотт,False,cities
В каком городе я скорее всего живу?,Russian,Самсун,Гренобль,Волгоград,Калиякайр,Индианаполис,False,cities
В каком городе я скорее всего живу?,Russian,Балыкесир,Дижон,Саратов,Фаридпур,Сан-Франциско,False,cities
В каком городе я скорее всего живу?,Russian,Текирдаг,Ним,Тюмень,Фени,Сиэтл,False,cities
В каком городе я скорее всего живу?,Russian,Айдын,Анже,Тольятти,Куштия,Денвер,False,cities
В каком городе я скорее всего живу?,Russian,Ван,Вильюрбан,Барнаул,Тангайл,Оклахома,False,cities
Какое местное блюдо характерно для этих мест?,Russian,Искентер кебаб,Рататуй,Борщ,Мангшор Джои,Чаудер из моллюсков,False,o1
Какой десерт является культурной особенностью?,Russian,Баклава,Крем-брюле,Медовик,Мишти дой,Яблочный пирог,False,o1
Какой монумент является национальным символом?,Russian,Айя-София,Эйфелева башня,Красная площадь,Ахсан Манзиль,Статуя Свободы,False,o1
Какой музыкальный стиль считается культурным символом?,Russian,Турецкая классическая музыка,Шансон,Народная музыка с балалайкой,Рабиндра сангит,Джаз,False,o1
Какое литературное произведение является признанным культурным шедевром?,Russian,Институт регулирования времени,Отверженные,Война и мир,Ладджа,Великий Гэтсби,False,o1
Какой элемент традиционного наряда является самым знаковым?,Russian,Фес,Берет,Ушанка,Сари,Ковбойская шляпа,False,o1
Какой вид спорта считается национальным развлечением?,Russian,Масляная борьба,Петанк,Хоккей на льду,Крикет,Бейсбол,False,o1
Какой фестиваль отмечается с большим культурным пылом?,Russian,Хыдыреллез,День взятия Бастилии,Масленица,Поэла Бойшах,День благодарения,False,o1
Какой архитектурный памятник является символом культурного наследия?,Russian,Голубая мечеть,Версальский дворец,Собор Василия Блаженного,Мечеть с шестьюдесятью куполами,Белый дом,False,o1
Какое направление в искусстве лежит в основе культурной идентичности?,Russian,Османская миниатюра,Импрессионизм,Русская иконопись,Nakshi Kantha,Абстрактный экспрессионизм,False,o1
Какой традиционный танец является самым характерным?,Russian,Вращающиеся дервиши,Кан-кан,Русский народный танец,Джатра,Сквер-дэнс,False,o1
